shared_interests_o,field,shared_interests_partner,d_funny_o_[0-5],funny_partner,d_attractive_o_[0-5],interests_correlate,d_like_[0-5],d_shared_interests_o_[0-5],d_shared_interests_partner_[0-5],d_attractive_partner_[0-5],d_funny_partner_[0-5],d_guess_prob_liked_[0-4],attractive_o,guess_prob_liked,expected_num_matches,pref_o_shared_interests,funny_o,d_guess_prob_liked_[7-10],attractive_partner,like,pref_o_intelligence,pref_o_attractive,d_funny_o_[9-10],match
5.0,81,9.0,0,9.0,1,0.1,0,1,0,1,0,0,5.0,6.0,2.0,15.56,6.0,0,1.0,10.0,22.22,15.56,0,0
5.0,81,8.0,0,8.0,1,-0.22,0,1,0,0,0,0,5.0,6.0,2.0,15.09,6.0,0,6.0,6.0,16.98,16.98,0,0
6.0,81,8.0,0,9.0,0,0.01,0,1,0,0,0,0,7.0,6.0,2.0,11.11,7.0,0,7.0,8.0,20.0,15.56,0,0
5.0,81,8.0,0,9.0,1,-0.12,0,1,0,0,0,0,5.0,6.0,2.0,2.27,7.0,0,9.0,9.0,20.45,20.45,0,0
3.0,81,8.0,0,9.0,1,0.33,0,1,0,0,0,0,3.0,6.0,2.0,13.04,6.0,0,8.0,9.0,15.22,19.57,0,0
6.0,81,6.0,0,9.0,1,0.53,0,0,0,1,0,0,3.0,6.0,2.0,11.63,6.0,0,5.0,8.0,23.26,20.93,0,0
10.0,193,9.0,0,7.0,0,0.28,0,0,0,0,0,0,10.0,9.0,5.0,16.67,10.0,1,8.0,7.0,16.67,16.67,1,1
10.0,193,7.0,0,6.0,0,-0.01,0,0,0,0,0,0,6.0,5.0,5.0,15.09,7.0,0,7.0,7.0,16.98,16.98,0,0
3.0,193,5.0,0,7.0,0,0.4,0,1,1,0,0,0,7.0,5.0,5.0,11.11,6.0,0,8.0,8.0,22.22,19.44,0,0
1.0,193,6.0,1,6.0,1,-0.13,0,1,0,0,0,0,4.0,5.0,5.0,16.98,1.0,0,6.0,6.0,18.87,16.98,0,0
5.0,193,6.0,1,7.0,1,0.31,1,1,0,0,0,0,4.0,5.0,5.0,15.56,5.0,0,6.0,5.0,22.22,15.56,0,0
6.0,193,9.0,0,7.0,0,0.05,1,0,0,0,0,0,6.0,6.0,5.0,15.09,7.0,0,6.0,5.0,16.98,16.98,0,0
1.0,193,9.0,0,9.0,0,0.24,0,1,0,0,0,0,8.0,5.0,5.0,11.11,8.0,0,7.0,9.0,20.0,15.56,0,0
6.0,193,7.0,0,7.0,1,0.43,0,0,0,0,0,0,5.0,6.0,5.0,2.27,6.0,0,7.0,7.0,20.45,20.45,0,0
6.0,193,8.0,1,8.0,1,0.32,0,0,0,0,0,0,5.0,6.0,5.0,13.04,5.0,0,8.0,8.0,15.22,19.57,0,0
6.0,193,6.0,0,6.0,0,-0.38,0,0,0,0,0,0,6.0,5.0,5.0,11.63,7.0,0,7.0,8.0,23.26,20.93,0,0
6.0,112,7.0,0,8.0,1,0.34,0,0,0,0,0,0,5.0,7.0,2.0,16.67,6.0,1,8.0,7.0,16.67,9.52,0,1
7.0,112,8.0,0,7.0,0,0.41,1,0,0,0,0,0,7.0,9.0,2.0,16.33,7.0,1,7.0,5.0,16.33,12.24,0,0
5.0,112,6.0,0,7.0,0,0.48,0,1,0,0,0,0,7.0,7.0,2.0,13.04,6.0,1,10.0,9.0,19.57,13.04,0,1
5.0,112,10.0,1,10.0,1,0.07,0,1,0,0,0,0,5.0,8.0,2.0,15.09,5.0,1,8.0,9.0,16.98,15.09,0,0
4.0,112,7.0,1,8.0,1,0.64,0,1,0,0,0,0,5.0,6.0,2.0,17.39,5.0,0,8.0,8.0,17.39,15.22,0,0
7.0,112,5.0,1,10.0,1,0.38,0,0,1,0,0,0,3.0,5.0,2.0,12.77,4.0,0,10.0,8.0,17.02,19.15,0,0
6.0,112,9.0,0,8.0,0,0.24,0,0,0,0,0,0,7.0,6.0,2.0,17.31,8.0,0,10.0,6.0,17.31,15.38,0,1
7.0,112,9.0,0,8.0,0,0.43,0,0,0,0,0,0,8.0,6.0,2.0,11.54,9.0,0,10.0,9.0,19.23,15.38,1,0
8.0,112,6.0,0,8.0,0,-0.34,0,0,0,0,0,0,7.0,5.0,2.0,12.5,8.0,0,8.0,7.0,17.86,16.07,0,0
9.0,112,10.0,0,10.0,0,0.28,0,0,0,0,0,0,8.0,7.0,2.0,7.5,7.0,1,10.0,10.0,17.5,20.0,0,1
6.0,200,8.0,1,6.0,1,0.48,0,1,0,0,0,0,5.0,9.0,8.0,16.67,5.0,1,6.0,7.0,16.67,9.52,0,0
2.0,200,6.0,1,4.0,1,0.56,1,1,0,1,1,0,2.0,6.0,8.0,16.33,5.0,0,3.0,2.0,16.33,12.24,0,0
4.0,200,6.0,0,4.0,0,0.16,1,1,0,1,1,0,6.0,8.0,8.0,13.04,6.0,1,3.0,2.0,19.57,13.04,0,0
2.0,200,5.0,1,8.0,1,0.31,0,1,1,1,0,0,2.0,10.0,8.0,15.09,3.0,1,2.0,6.0,16.98,15.09,0,0
6.0,200,9.0,0,6.0,0,0.4,0,1,0,1,0,0,7.0,9.0,8.0,17.39,6.0,1,3.0,7.0,17.39,15.22,0,0
6.0,200,10.0,1,9.0,1,0.41,0,0,0,0,0,0,4.0,10.0,8.0,12.77,5.0,1,8.0,10.0,17.02,19.15,0,0
3.0,200,5.0,1,8.0,1,0.16,0,1,1,0,0,0,4.0,10.0,8.0,17.31,3.0,1,9.0,9.0,17.31,15.38,0,0
6.0,200,5.0,0,8.0,0,0.62,0,0,1,0,0,0,6.0,10.0,8.0,11.54,6.0,1,9.0,9.0,19.23,15.38,0,1
8.0,200,5.0,0,9.0,0,0.42,0,0,1,0,0,0,7.0,9.0,8.0,12.5,9.0,1,6.0,9.0,17.86,16.07,1,0
7.0,200,10.0,0,7.0,0,-0.01,0,0,0,0,0,0,7.0,10.0,8.0,7.5,6.0,1,6.0,6.0,17.5,20.0,0,0
6.0,153,6.0,0,6.400597907324364,1,0.35,1,0,1,1,1,1,5.0,3.0,2.0,16.67,6.0,0,4.0,5.0,16.67,9.52,0,0
6.0,153,7.0,0,6.0,1,0.48,0,0,0,0,0,0,2.0,5.0,2.0,16.33,7.0,0,7.0,6.0,16.33,12.24,0,0
6.0,153,8.0,0,6.0,0,0.5,0,0,0,0,0,0,7.0,6.0,2.0,13.04,6.0,0,8.0,7.0,19.57,13.04,0,1
2.0,153,2.0,1,8.0,1,-0.06,1,1,1,1,0,1,2.0,2.0,2.0,15.09,2.0,0,5.0,4.0,16.98,15.09,0,0
6.0,153,5.0,1,2.0,1,0.51,1,1,1,1,1,1,5.0,3.0,2.0,17.39,5.0,0,5.0,3.0,17.39,15.22,0,1
7.0,153,6.0,0,8.0,1,0.36,0,0,0,0,0,0,4.0,6.0,2.0,12.77,6.0,0,7.0,6.0,17.02,19.15,0,0
6.0,153,6.0,1,6.400597907324364,0,0.34,0,0,1,0,1,0,6.0,6.0,2.0,17.31,5.0,0,7.0,6.0,17.31,15.38,0,0
7.0,153,6.0,0,6.400597907324364,0,0.44,1,0,1,0,1,1,8.0,4.0,2.0,11.54,7.0,0,6.0,5.0,19.23,15.38,0,1
8.0,153,6.0,0,5.0,0,0.56,1,0,1,1,1,1,6.0,3.0,2.0,12.5,9.0,0,5.0,4.0,17.86,16.07,1,0
5.0,153,3.0,0,6.0,0,0.4,1,1,1,0,0,1,8.0,3.0,2.0,7.5,7.0,0,7.0,4.0,17.5,20.0,0,0
7.0,115,10.0,1,6.400597907324364,1,0.71,1,0,0,0,1,0,5.0,9.0,3.0,16.67,5.0,1,6.0,5.0,16.67,9.52,0,1
7.0,115,6.0,0,5.0,1,0.45,1,0,1,0,1,1,4.0,2.0,3.0,16.33,7.0,0,6.0,3.0,16.33,12.24,0,0
5.0,115,6.0,1,6.400597907324364,1,0.44,1,1,1,1,1,1,5.0,5.0,3.0,13.04,5.0,0,6.189995107632094,6.0,19.57,13.04,0,0
4.0,115,6.0,1,6.400597907324364,1,0.14,1,1,1,1,1,0,4.0,9.0,3.0,15.09,5.0,1,4.0,5.0,16.98,15.09,0,0
6.0,115,6.0,1,6.400597907324364,1,0.41,1,1,1,1,1,1,4.0,5.0,3.0,17.39,5.0,0,6.189995107632094,6.0,17.39,15.22,0,0
7.0,115,6.0,0,8.0,1,0.41,0,0,1,0,0,0,4.0,9.0,3.0,12.77,6.0,1,7.0,7.0,17.02,19.15,0,0
4.0,115,6.0,1,7.0,1,-0.4,0,1,1,1,0,0,5.0,9.0,3.0,17.31,5.0,1,6.189995107632094,7.0,17.31,15.38,0,0
4.0,115,6.0,1,6.400597907324364,1,0.38,1,1,1,1,1,1,4.0,5.0,3.0,11.54,4.0,0,6.189995107632094,6.0,19.23,15.38,0,0
9.0,115,6.0,0,6.400597907324364,0,0.07,1,0,1,1,1,0,6.0,6.0,3.0,12.5,8.0,0,6.189995107632094,5.0,17.86,16.07,0,0
6.0,115,1.0,0,1.0,0,-0.13,1,0,1,1,1,1,6.0,2.0,3.0,7.5,6.0,0,4.0,1.0,17.5,20.0,0,0
5.0,224,5.0,1,5.0,1,0.51,1,1,1,1,1,1,5.0,1.0,0.0,16.67,5.0,0,4.0,2.0,16.67,9.52,0,0
7.0,224,5.0,0,5.0,1,0.43,1,0,1,0,1,1,4.0,2.0,0.0,16.33,7.0,0,6.0,4.0,16.33,12.24,0,1
4.0,224,7.0,0,5.0,0,0.43,1,1,0,0,1,1,7.0,2.0,0.0,13.04,8.0,0,6.0,4.0,19.57,13.04,0,0
2.0,224,5.0,1,5.0,1,-0.13,1,1,1,1,1,1,1.0,1.0,0.0,15.09,3.0,0,3.0,2.0,16.98,15.09,0,0
6.0,224,5.0,1,5.0,1,0.41,1,1,1,1,1,1,5.0,1.0,0.0,17.39,5.0,0,5.0,3.0,17.39,15.22,0,0
6.0,224,6.0,0,6.0,1,0.46,1,0,0,0,0,1,4.0,1.0,0.0,12.77,6.0,0,7.0,3.0,17.02,19.15,0,0
5.0,224,8.0,0,8.0,0,-0.07,0,1,0,0,0,1,7.0,2.0,0.0,17.31,7.0,0,8.0,6.0,17.31,15.38,0,0
4.0,224,5.0,1,6.0,1,0.4,1,1,1,0,0,1,4.0,2.0,0.0,11.54,4.0,0,6.0,3.0,19.23,15.38,0,0
9.0,224,5.0,0,6.0,1,0.1,1,0,1,1,0,1,1.0,1.0,0.0,12.5,9.0,0,5.0,2.0,17.86,16.07,1,0
6.0,224,5.0,0,5.0,0,0.31,1,0,1,1,1,1,6.0,1.0,0.0,7.5,7.0,0,4.0,3.0,17.5,20.0,0,0
5.0,125,4.0,1,5.0,1,0.22,1,1,1,1,1,0,5.0,7.0,0.0,16.67,5.0,1,5.0,5.0,16.67,9.52,0,0
7.0,125,5.0,0,5.0,1,0.1,0,0,1,0,1,1,4.0,2.0,0.0,16.33,6.0,0,6.0,6.0,16.33,12.24,0,0
3.0,125,5.0,1,6.0,0,-0.05,0,1,1,0,0,1,6.0,2.0,0.0,13.04,5.0,0,8.0,7.0,19.57,13.04,0,0
4.0,125,5.0,1,5.0,1,0.05,1,1,1,1,1,0,4.0,7.0,0.0,15.09,3.0,1,5.0,5.0,16.98,15.09,0,0
6.0,125,6.0,1,5.0,0,-0.02,0,1,0,1,1,0,7.0,5.0,0.0,17.39,5.0,0,5.0,6.0,17.39,15.22,0,0
7.0,125,7.0,1,8.0,1,0.13,0,0,0,0,0,0,4.0,7.0,0.0,12.77,5.0,1,7.0,8.0,17.02,19.15,0,0
5.0,125,5.0,0,6.0,0,-0.27,0,1,1,0,0,0,7.0,7.0,0.0,17.31,6.0,1,6.0,6.0,17.31,15.38,0,0
4.0,125,6.0,0,6.0,1,-0.22,0,1,0,0,0,0,5.0,7.0,0.0,11.54,8.0,1,6.0,6.0,19.23,15.38,0,0
8.0,125,5.0,0,6.0,0,-0.22,0,0,1,1,0,0,6.0,7.0,0.0,12.5,8.0,1,5.0,6.0,17.86,16.07,0,0
9.0,125,6.0,0,7.0,0,0.05,0,0,0,0,0,0,6.0,7.0,0.0,7.5,7.0,1,6.0,7.0,17.5,20.0,0,0
6.0,113,6.0,0,8.0,1,0.21,1,0,1,1,0,0,5.0,6.0,5.0,16.67,6.0,0,5.0,4.0,16.67,9.52,0,0
7.0,113,10.0,0,9.0,0,0.05,0,0,0,0,0,0,7.0,5.0,5.0,16.33,7.0,0,9.0,7.0,16.33,12.24,0,1
2.0,113,3.0,0,7.0,0,-0.34,0,1,1,0,0,0,8.0,5.0,5.0,13.04,8.0,0,9.0,7.0,19.57,13.04,0,0
3.0,113,6.0,0,8.0,0,-0.03,1,1,1,1,0,0,6.0,5.0,5.0,15.09,8.0,0,5.0,4.0,16.98,15.09,0,0
6.0,113,9.0,0,9.0,0,0.01,1,1,0,1,0,0,7.0,5.0,5.0,17.39,7.0,0,3.0,5.0,17.39,15.22,0,0
7.0,113,5.0,0,9.0,0,0.22,0,0,1,0,0,0,7.0,5.0,5.0,12.77,7.0,0,10.0,9.0,17.02,19.15,0,1
6.0,113,6.0,0,7.0,0,0.13,0,0,1,0,0,1,8.0,4.0,5.0,17.31,8.0,0,7.0,6.0,17.31,15.38,0,0
4.0,113,6.0,0,9.0,1,-0.18,0,1,1,0,0,0,5.0,6.0,5.0,11.54,10.0,0,6.0,7.0,19.23,15.38,1,1
8.0,113,6.0,0,7.0,0,0.01,0,0,1,0,0,1,7.0,4.0,5.0,12.5,9.0,0,7.0,6.0,17.86,16.07,1,0
9.0,113,1.0,0,8.0,0,0.24,0,0,1,0,0,0,7.0,6.0,5.0,7.5,9.0,0,8.0,6.0,17.5,20.0,1,0
6.0,30,8.0,0,6.0,1,0.32,1,0,0,1,0,0,5.0,6.0,4.0,16.67,7.0,0,5.0,5.0,16.67,9.52,0,0
8.0,30,8.0,0,7.0,1,0.65,1,0,0,1,0,0,1.0,7.0,4.0,16.33,8.0,1,5.0,5.0,16.33,12.24,0,0
6.0,30,7.0,0,7.0,0,0.32,0,0,0,0,0,0,8.0,7.0,4.0,13.04,8.0,1,7.0,6.0,19.57,13.04,0,1
7.0,30,6.0,0,6.0,0,0.14,1,0,0,1,0,0,7.0,6.0,4.0,15.09,6.0,0,5.0,5.0,16.98,15.09,0,0
6.0,30,5.0,0,7.0,0,0.51,0,1,1,1,0,0,8.0,7.0,4.0,17.39,7.0,1,5.0,6.0,17.39,15.22,0,0
5.0,30,6.0,1,8.0,1,0.45,0,1,0,0,0,0,4.0,6.0,4.0,12.77,4.0,0,8.0,7.0,17.02,19.15,0,0
7.0,30,7.0,0,7.0,0,0.13,0,0,0,0,0,0,8.0,7.0,4.0,17.31,8.0,1,7.0,6.0,17.31,15.38,0,0
4.0,30,5.0,0,8.0,0,0.16,0,1,1,0,0,0,8.0,7.0,4.0,11.54,8.0,1,8.0,7.0,19.23,15.38,0,1
8.0,30,5.0,0,7.0,0,-0.12,0,0,1,1,0,0,9.0,5.0,4.0,12.5,9.0,0,5.0,6.0,17.86,16.07,1,0
7.0,30,6.0,0,6.0,0,0.43,1,0,0,1,0,0,7.0,6.0,4.0,7.5,7.0,0,5.0,5.0,17.5,20.0,0,0
7.0,33,3.0,0,4.0,0,-0.03,1,0,1,1,1,0,6.0,5.0,2.0,16.67,7.0,0,3.0,4.0,16.67,9.52,0,0
8.0,33,5.0,0,6.0,1,0.05,0,0,1,1,0,0,1.0,9.0,2.0,16.33,8.0,1,4.0,6.0,16.33,12.24,0,0
7.0,33,3.0,0,3.0,0,-0.47,1,0,1,0,1,1,8.0,2.0,2.0,13.04,6.0,0,7.0,5.0,19.57,13.04,0,0
7.0,33,4.0,0,7.0,0,0.07,0,0,1,0,0,0,7.0,8.0,2.0,15.09,8.0,1,6.0,6.0,16.98,15.09,0,0
6.0,33,4.0,1,6.0,0,-0.11,1,1,1,1,0,1,6.0,4.0,2.0,17.39,5.0,0,4.0,5.0,17.39,15.22,0,0
4.0,33,4.0,0,8.0,0,-0.02,0,1,1,0,0,0,6.0,9.0,2.0,12.77,6.0,1,7.0,7.0,17.02,19.15,0,0
9.0,33,4.0,0,8.0,0,0.02,0,0,1,0,0,0,9.0,7.0,2.0,17.31,9.0,1,7.0,7.0,17.31,15.38,1,1
9.0,33,3.0,0,5.0,0,-0.3,1,0,1,0,1,1,6.0,2.0,2.0,11.54,9.0,0,7.0,3.0,19.23,15.38,1,0
8.0,33,3.0,0,6.0,0,0.33,1,0,1,1,0,1,8.0,4.0,2.0,12.5,9.0,0,3.0,5.0,17.86,16.07,1,0
8.0,33,6.0,0,5.0,0,0.32,0,0,0,1,1,0,8.0,6.0,2.0,7.5,8.0,0,5.0,6.0,17.5,20.0,0,0
7.0,236,6.0,0,5.0,0,0.37,0,0,0,1,1,0,6.0,6.0,2.0,16.67,7.0,0,3.0,7.0,16.67,9.52,0,0
7.0,236,9.0,0,6.0,1,0.39,0,0,0,1,0,0,4.0,8.0,2.0,16.33,6.0,1,5.0,8.0,16.33,12.24,0,1
6.0,236,6.0,0,3.0,0,0.4,1,0,0,0,1,0,7.0,7.0,2.0,13.04,6.0,1,6.0,5.0,19.57,13.04,0,0
5.0,236,7.0,0,6.0,1,0.58,0,1,0,0,0,0,5.0,7.0,2.0,15.09,6.0,1,6.0,8.0,16.98,15.09,0,0
6.0,236,9.0,1,6.0,0,0.27,0,1,0,1,0,0,7.0,8.0,2.0,17.39,6.400598653030681,1,3.0,8.0,17.39,15.22,0,0
7.0,236,8.0,0,8.0,1,0.41,0,0,0,0,0,0,5.0,6.0,2.0,12.77,8.0,0,9.0,9.0,17.02,19.15,0,0
5.0,236,8.0,0,6.0,0,0.15,0,1,0,0,0,0,7.0,7.0,2.0,17.31,8.0,1,7.0,8.0,17.31,15.38,0,0
9.0,236,9.0,0,6.0,0,0.54,0,0,0,0,0,0,8.0,7.0,2.0,11.54,8.0,1,8.0,8.0,19.23,15.38,0,1
6.0,236,6.0,0,6.0,1,0.53,0,0,0,1,0,0,5.0,8.0,2.0,12.5,9.0,1,3.0,8.0,17.86,16.07,1,0
6.0,236,6.0,0,7.0,0,-0.38,0,0,0,0,0,0,7.0,6.0,2.0,7.5,6.0,0,6.0,7.0,17.5,20.0,0,0
3.0,41,7.0,0,8.0,0,-0.22,0,1,0,0,0,0,7.0,5.0,1.0,8.51,7.0,0,7.0,7.0,17.02,17.02,0,0
4.0,41,7.0,1,9.0,1,0.74,0,1,0,0,0,0,3.0,6.0,1.0,10.64,3.0,0,9.0,8.0,21.28,14.89,0,0
5.0,41,5.0,1,6.0,1,0.34,1,1,1,1,0,0,5.0,5.0,1.0,20.0,5.0,0,4.0,5.0,20.0,7.5,0,0
6.0,41,9.0,1,7.0,1,-0.43,0,0,0,0,0,0,3.0,5.0,1.0,21.28,4.0,0,8.0,6.0,21.28,21.28,0,0
4.0,41,7.0,1,7.0,1,-0.29,0,1,0,0,0,1,2.0,4.0,1.0,20.51,5.0,0,8.0,6.0,23.08,20.51,0,0
5.0,41,6.0,1,7.0,1,-0.03,0,1,0,0,0,0,3.0,6.0,1.0,16.28,3.0,0,8.0,6.0,18.6,16.28,0,0
0.0,41,7.0,0,9.0,1,-0.22,0,1,0,0,0,0,5.0,7.0,1.0,18.52,7.0,1,6.0,7.0,16.67,16.67,0,0
5.0,41,7.0,0,8.0,1,0.41,0,1,0,0,0,0,4.0,7.0,1.0,13.33,7.0,1,8.0,8.0,17.78,15.56,0,1
2.0,41,5.0,1,6.0,0,-0.23,1,1,1,1,0,0,7.0,5.0,1.0,23.81,4.0,0,3.0,5.0,23.81,9.52,0,0
7.0,41,6.0,0,7.0,0,0.3,0,0,0,0,0,0,7.0,6.0,1.0,15.22,8.0,0,6.0,6.0,19.57,17.39,0,0
7.0,41,9.0,0,8.0,1,0.19,0,0,0,0,0,0,5.0,7.0,1.0,17.24,7.0,1,7.0,7.0,17.24,17.24,0,0
4.0,41,6.0,1,8.0,0,-0.18,0,1,0,0,0,0,6.0,6.0,1.0,20.59,5.0,0,7.0,7.0,14.71,14.71,0,0
4.0,41,7.0,1,8.0,1,-0.07,0,1,0,0,0,0,4.0,6.0,1.0,10.26,4.0,0,10.0,7.0,15.38,25.64,0,0
5.0,41,6.0,1,7.0,1,0.57,0,1,0,0,0,0,4.0,5.0,1.0,14.0,5.0,0,10.0,7.0,18.0,20.0,0,0
5.0,41,5.0,1,6.0,0,-0.05,0,1,1,0,0,1,6.0,4.0,1.0,18.92,4.0,0,7.0,6.0,21.62,13.51,0,0
3.0,41,7.0,1,6.0,1,0.33,0,1,0,0,0,0,1.0,6.0,1.0,11.9,3.0,0,8.0,7.0,21.43,21.43,0,0
2.0,41,6.0,1,8.0,1,-0.02,1,1,0,0,0,0,3.0,5.0,1.0,2.38,2.0,0,6.0,5.0,23.81,23.81,0,0
4.0,41,7.0,1,8.0,1,-0.28,0,1,0,0,0,0,5.0,7.0,1.0,11.63,5.0,1,8.0,7.0,23.26,18.6,0,0
5.0,41,6.0,1,6.0,1,-0.44,1,1,0,1,0,0,5.0,7.0,1.0,15.56,4.0,1,5.0,5.0,17.78,17.78,0,0
6.0,41,6.0,0,7.0,0,0.17,0,1,0,0,0,0,6.0,5.0,1.0,18.0,7.0,0,6.0,7.0,18.0,14.0,0,0
5.0,244,9.0,0,8.0,0,0.27,0,1,0,0,0,1,9.0,1.0,6.0,8.51,7.0,0,8.0,10.0,17.02,17.02,0,0
9.0,244,9.0,0,9.0,1,0.41,0,0,0,0,0,0,5.0,8.0,6.0,10.64,9.0,1,7.0,10.0,21.28,14.89,1,1
4.0,244,6.0,0,6.0,0,-0.03,0,1,0,1,0,0,7.0,7.0,6.0,20.0,8.0,1,5.0,6.0,20.0,7.5,0,0
5.0,244,6.0,1,7.0,0,0.01,0,1,0,0,0,0,6.0,7.0,6.0,21.28,4.0,1,9.0,6.0,21.28,21.28,0,1
6.0,244,6.0,1,5.0,0,0.07,0,0,0,0,1,0,6.0,6.0,6.0,20.51,5.0,0,6.0,7.0,23.08,20.51,0,0
7.0,244,9.0,0,9.0,0,0.09,0,0,0,0,0,0,7.0,7.0,6.0,16.28,7.0,1,9.0,9.0,18.6,16.28,0,0
9.0,244,6.0,0,8.0,0,0.6,0,0,0,1,0,0,8.0,8.0,6.0,18.52,10.0,1,5.0,9.0,16.67,16.67,1,0
5.0,244,6.0,0,7.0,0,-0.21,0,1,0,0,0,0,7.0,5.0,6.0,13.33,8.0,0,7.0,7.0,17.78,15.56,0,0
2.0,244,4.0,1,5.0,0,0.03,1,1,1,1,1,0,6.0,7.0,6.0,23.81,3.0,1,4.0,5.0,23.81,9.52,0,0
5.0,244,6.0,0,5.0,0,0.22,0,1,0,0,1,0,6.0,6.0,6.0,15.22,7.0,0,6.0,8.0,19.57,17.39,0,0
8.0,244,7.0,0,6.0,0,0.44,0,0,0,0,0,0,7.0,7.0,6.0,17.24,7.0,1,8.0,8.0,17.24,17.24,0,0
6.0,244,7.0,0,9.0,0,-0.27,0,0,0,0,0,0,6.0,8.0,6.0,20.59,7.0,1,6.0,8.0,14.71,14.71,0,1
6.0,244,6.0,0,8.0,0,-0.04,0,0,0,0,0,0,6.0,7.0,6.0,10.26,8.0,1,10.0,7.0,15.38,25.64,0,0
6.0,244,6.0,0,6.0,0,-0.12,0,0,0,0,0,0,6.0,8.0,6.0,14.0,8.0,1,9.0,7.0,18.0,20.0,0,0
5.0,244,5.0,0,5.0,0,0.26,0,1,1,0,1,0,6.0,6.0,6.0,18.92,7.0,0,8.0,6.0,21.62,13.51,0,0
5.0,244,6.0,0,9.0,0,0.49,0,1,0,0,0,0,8.0,9.0,6.0,11.9,9.0,1,8.0,7.0,21.43,21.43,1,1
5.0,244,5.0,0,6.0,0,-0.43,1,1,1,0,0,0,8.0,8.0,6.0,2.38,7.0,1,6.0,5.0,23.81,23.81,0,0
6.0,244,9.0,0,8.0,0,0.17,0,0,0,0,0,0,6.0,9.0,6.0,11.63,8.0,1,6.0,9.0,23.26,18.6,0,0
7.0,244,4.0,0,4.0,0,0.29,1,0,1,1,1,0,7.0,7.0,6.0,15.56,8.0,1,5.0,5.0,17.78,17.78,0,0
6.0,244,7.0,0,9.0,0,-0.5,0,1,0,0,0,0,6.0,7.0,6.0,18.0,7.0,1,6.0,7.0,18.0,14.0,0,1
5.0,184,5.0,0,9.0,0,0.0,0,1,1,1,0,0,7.0,5.0,3.0,8.51,7.0,0,5.0,6.0,17.02,17.02,0,1
3.0,184,5.0,1,6.0,1,-0.38,0,1,1,1,0,0,5.0,5.0,3.0,10.64,3.0,0,5.0,6.0,21.28,14.89,0,0
6.0,184,6.0,0,5.0,0,0.3,0,0,1,1,1,0,7.0,7.0,3.0,20.0,7.0,1,2.0,7.0,20.0,7.5,0,0
6.0,184,9.0,1,6.0,1,0.52,0,0,0,0,0,0,4.0,8.0,3.0,21.28,5.0,1,6.0,8.0,21.28,21.28,0,0
2.0,184,6.0,1,2.0,1,0.14,1,1,1,1,1,1,2.0,1.0,3.0,20.51,3.0,0,2.0,2.0,23.08,20.51,0,0
7.0,184,8.0,1,7.0,0,0.2,0,0,0,0,0,0,8.0,8.0,3.0,16.28,5.0,1,6.0,7.0,18.6,16.28,0,1
10.0,184,6.0,0,3.0,0,-0.34,1,0,1,1,1,0,10.0,5.0,3.0,18.52,9.0,0,4.0,2.0,16.67,16.67,1,0
3.0,184,6.0,1,3.0,0,0.15,1,1,1,1,1,1,6.0,3.0,3.0,13.33,4.0,0,3.0,3.0,17.78,15.56,0,0
5.0,184,2.0,1,2.0,0,0.5,1,1,1,1,1,1,7.0,2.0,3.0,23.81,3.0,0,2.0,2.0,23.81,9.52,0,0
2.0,184,6.0,1,5.0,0,-0.15,1,1,1,1,1,1,7.0,1.0,3.0,15.22,2.0,0,2.0,3.0,19.57,17.39,0,0
5.0,184,6.0,1,2.0,0,0.0,1,1,1,1,1,1,7.0,3.0,3.0,17.24,5.0,0,2.0,1.0,17.24,17.24,0,0
3.0,184,2.0,1,4.0,0,0.09,1,1,1,1,1,1,6.0,3.0,3.0,20.59,3.0,0,3.0,2.0,14.71,14.71,0,0
5.0,184,3.0,1,5.0,1,-0.2,1,1,1,1,1,0,5.0,5.0,3.0,10.26,4.0,0,5.0,3.0,15.38,25.64,0,0
3.0,184,3.0,0,2.0,1,-0.1,1,1,1,1,1,0,5.0,5.0,3.0,14.0,6.0,0,5.0,3.0,18.0,20.0,0,0
6.0,184,6.0,1,2.0,0,0.52,1,0,1,1,1,1,6.0,3.0,3.0,18.92,4.0,0,2.0,1.0,21.62,13.51,0,0
1.0,184,6.0,1,3.0,0,-0.4,1,1,1,1,1,0,6.0,5.0,3.0,11.9,2.0,0,3.0,3.0,21.43,21.43,0,0
6.0,184,6.0,1,3.0,0,0.57,1,0,1,1,1,0,8.0,5.0,3.0,2.38,5.0,0,2.0,3.0,23.81,23.81,0,0
3.0,184,3.0,0,8.0,0,0.47,1,1,1,1,0,1,8.0,2.0,3.0,11.63,6.0,0,3.0,4.0,23.26,18.6,0,0
4.0,184,6.0,1,3.0,0,0.32,1,1,1,1,1,1,6.0,2.0,3.0,15.56,5.0,0,3.0,3.0,17.78,17.78,0,0
6.0,184,9.0,0,3.0,0,0.07,1,1,0,1,1,0,7.0,6.0,3.0,18.0,7.0,0,2.0,4.0,18.0,14.0,0,0
5.0,108,4.0,0,7.0,0,-0.04,1,1,1,0,0,0,8.0,5.0,7.0,8.51,6.0,0,7.0,4.0,17.02,17.02,0,0
4.0,108,1.0,0,8.0,0,0.32,1,1,1,0,0,0,7.0,6.0,7.0,10.64,6.0,0,8.0,4.0,21.28,14.89,0,0
3.0,108,4.0,0,7.0,0,0.66,1,1,1,0,0,0,6.0,5.0,7.0,20.0,6.0,0,7.0,4.0,20.0,7.5,0,0
