d_funny_partner_[0-5],funny_partner,expected_num_matches,d_attractive_o_[0-5],pref_o_attractive,attractive_o,d_guess_prob_liked_[0-4],shared_interests_partner,field,guess_prob_liked,d_guess_prob_liked_[7-10],pref_o_shared_interests,like,d_funny_o_[9-10],attractive_partner,funny_o,d_shared_interests_partner_[0-5],interests_correlate,d_attractive_partner_[0-5],pref_o_intelligence,shared_interests_o,d_like_[0-5],d_shared_interests_o_[0-5],d_funny_o_[0-5],match
0,10.0,4.0,0,20.0,7.0,0,10.0,30,10.0,1,20.0,10.0,0,10.0,7.0,0,-0.19,0,10.0,5.0,0,1,0,0
0,7.0,9.0,0,40.0,7.0,0,9.0,69,8.0,1,10.0,6.0,0,3.0,6.0,0,0.02,1,10.0,5.0,0,1,0,0
0,9.0,5.0,0,20.0,6.0,0,8.0,75,8.0,1,10.0,9.0,0,5.0,8.0,0,0.43,1,25.0,7.0,0,0,0,0
0,7.0,0.0,1,35.0,5.0,0,6.0,220,5.0,0,10.0,6.0,0,7.0,5.0,0,-0.4,0,35.0,5.0,0,1,1,0
0,10.0,3.0,0,5.0,7.0,0,6.0,126,5.0,0,20.0,6.0,0,6.0,3.0,0,0.03,0,25.0,3.0,0,1,1,0
1,6.400597907324364,5.0,1,17.0,6.190411462160177,1,6.0,171,5.0,0,5.0,6.0,0,6.189995107632094,6.400598653030681,1,0.46,1,28.0,6.0,1,1,1,0
0,7.0,2.0,0,20.0,7.0,0,6.0,7,8.0,1,5.0,8.0,1,9.0,9.0,1,-0.08,0,20.0,7.0,0,0,0,1
0,8.0,8.0,0,25.0,8.0,0,7.0,189,7.0,1,15.0,7.0,0,7.0,8.0,0,0.18,0,20.0,6.0,0,1,0,0
0,7.0,5.0,0,25.0,8.0,0,8.0,129,5.0,0,5.0,7.0,1,5.0,9.0,0,0.42,1,30.0,6.0,0,0,0,1
0,7.0,6.0,0,25.0,6.0,1,7.0,135,4.0,0,10.0,7.0,0,4.0,6.0,0,0.67,1,25.0,5.0,0,1,0,0
0,8.0,2.0,0,17.78,10.0,0,8.0,35,6.0,0,13.33,7.0,1,8.0,9.0,0,0.61,0,17.78,8.0,0,0,0,1
1,4.0,3.0,0,25.0,6.0,1,6.0,180,4.0,0,0.0,5.0,0,6.0,5.0,0,0.11,0,25.0,4.0,1,1,1,0
1,5.0,3.0,0,35.0,6.0,1,7.0,140,3.0,0,5.0,5.0,1,6.0,9.0,0,-0.11,0,25.0,8.0,1,0,0,0
0,6.0,0.0,0,20.0,6.0,1,5.0,170,2.0,0,5.0,8.0,0,6.0,8.0,1,0.22,0,20.0,8.0,0,0,0,0
0,8.0,8.0,1,15.38,4.0,0,5.0,200,10.0,1,17.31,9.0,0,9.0,3.0,1,0.16,0,17.31,3.0,0,1,1,0
0,8.0,3.0,0,14.29,7.0,0,6.0,28,6.0,0,14.29,7.0,0,5.0,7.0,0,0.31,1,18.37,7.0,0,0,0,1
0,7.0,4.0,0,16.36,10.0,0,7.0,112,6.0,0,14.55,7.0,1,6.0,9.0,0,-0.13,0,18.18,6.0,0,0,0,0
0,7.0,6.0,0,20.0,8.0,0,6.0,135,6.0,0,10.0,6.0,0,5.0,8.0,0,0.47,1,25.0,6.0,0,0,0,0
0,7.0,5.0,0,24.0,8.0,0,8.0,89,6.0,0,10.0,8.0,0,7.0,8.0,0,0.06,0,28.0,7.0,0,0,0,1
0,9.0,3.0,0,15.38,7.0,0,9.0,135,8.0,1,13.46,8.0,1,5.0,9.0,0,0.41,1,19.23,9.0,0,0,0,1
0,7.0,4.0,1,25.0,4.0,0,6.0,256,6.0,0,5.0,7.0,0,7.0,8.0,1,0.1,0,15.0,6.0,0,0,0,0
0,7.0,1.0,0,20.0,7.0,0,7.0,68,8.0,1,16.0,6.0,0,5.0,5.0,0,0.8,1,16.0,6.0,0,1,1,0
0,7.0,1.0,0,10.0,7.0,1,6.0,34,3.0,0,15.0,7.0,0,6.0,6.0,0,0.2,0,30.0,7.0,0,0,0,0
0,8.0,3.0,1,10.0,5.0,0,7.0,126,5.0,0,15.0,9.0,0,7.0,8.0,0,-0.41,0,15.0,3.0,0,1,0,0
0,6.0,5.0,1,15.0,1.0,1,6.0,229,3.0,0,20.0,6.0,0,8.0,2.0,1,-0.16,0,20.0,1.0,0,1,1,0
1,2.0,3.0,0,9.76,6.0,0,1.0,30,5.0,0,17.07,4.0,0,4.0,6.0,1,0.29,1,19.51,6.0,1,1,0,0
1,5.0,1.0,1,20.0,5.0,0,6.0,141,5.0,0,20.0,6.0,0,6.0,5.0,0,0.18,0,20.0,5.0,0,1,1,0
0,7.0,1.0,0,22.0,8.0,0,8.0,135,7.0,1,1.0,8.0,0,8.0,8.0,0,0.08,0,30.0,5.0,0,1,0,0
0,7.0,1.0,0,15.0,6.0,1,6.0,19,3.0,0,10.0,7.0,0,7.0,6.0,0,0.17,0,20.0,7.0,0,0,0,0
1,2.0,1.0,0,18.0,6.0,0,5.0,191,8.0,1,14.0,4.0,0,2.0,7.0,1,0.3,1,18.0,6.0,1,0,0,0
1,4.0,3.0,1,16.0,5.0,1,5.0,109,2.0,0,14.0,5.0,0,5.0,6.0,1,-0.44,1,20.0,6.0,1,0,0,0
0,7.0,0.0,0,17.0,7.0,0,5.0,135,5.0,0,15.0,6.0,0,6.0,8.0,1,-0.63,0,17.0,5.0,0,1,0,0
1,5.0,1.0,1,35.0,3.0,1,2.0,194,1.0,0,5.0,4.0,0,4.0,6.400598653030681,1,0.44,1,10.0,6.0,1,1,1,0
0,8.0,8.0,0,17.0,6.0,0,7.0,154,8.0,1,10.0,8.0,0,8.0,3.0,0,-0.07,0,18.0,2.0,0,1,1,0
0,6.0,7.0,0,50.0,8.0,0,3.0,152,7.0,1,5.0,8.0,1,9.0,10.0,1,-0.24,0,10.0,7.0,0,0,0,1
1,4.0,1.5,0,30.0,7.0,0,2.0,119,5.0,0,0.0,5.0,0,4.0,1.0,1,0.54,1,30.0,2.0,1,1,1,0
0,8.0,2.0,1,15.0,5.0,0,8.0,135,7.0,1,10.0,8.0,0,8.0,7.0,0,0.55,0,30.0,4.0,0,1,0,1
0,8.0,0.0,1,10.0,4.0,0,7.0,30,5.0,0,15.0,7.0,0,6.0,5.0,0,0.4,0,20.0,5.0,0,1,1,0
0,6.0,3.0,0,35.0,8.0,0,6.0,30,7.0,1,0.0,6.0,0,7.0,7.0,0,-0.3,0,35.0,9.0,0,0,0,0
0,6.0,1.5,0,10.0,7.0,1,5.0,50,3.0,0,15.0,5.0,0,6.0,6.0,1,0.54,0,30.0,6.0,1,0,0,0
0,6.0,2.0,0,15.38,7.0,0,8.0,236,7.0,1,17.31,8.0,0,7.0,8.0,0,0.15,0,17.31,5.0,0,1,0,0
0,7.0,4.0,0,30.0,9.0,0,7.0,16,5.0,0,10.0,5.0,0,5.0,7.0,0,0.12,1,20.0,9.0,1,0,0,0
0,10.0,6.0,1,20.0,4.0,0,6.0,126,7.0,1,15.0,8.0,0,10.0,8.0,0,0.45,0,20.0,6.0,0,0,0,0
0,10.0,5.0,0,10.0,6.0,1,6.0,223,4.0,0,20.0,8.0,1,9.0,9.0,1,0.21,0,20.0,6.0,0,1,0,0
1,5.0,3.0,0,16.0,6.0,0,6.0,135,6.0,0,17.0,6.0,0,5.0,8.0,0,0.51,1,16.0,7.0,0,0,0,0
0,6.0,0.0,0,20.0,6.0,0,7.0,168,6.0,0,18.0,5.0,0,4.0,7.0,0,-0.12,1,15.0,6.0,1,0,0,0
0,9.0,2.0,0,31.58,9.0,0,7.0,8,7.0,1,10.53,7.0,0,7.0,7.0,0,0.29,0,15.79,8.0,0,0,0,0
0,6.0,5.0,0,19.0,6.0,0,7.0,242,7.0,1,15.0,6.0,0,6.0,7.0,0,0.47,0,19.0,7.0,0,0,0,1
1,5.0,0.0,0,35.0,7.0,1,3.0,200,3.0,0,10.0,5.0,0,5.0,6.400598653030681,1,-0.02,1,20.0,6.0,1,1,1,0
0,7.0,2.0,1,22.495346845216552,5.0,0,5.0,57,6.0,0,11.845930415807977,7.0,0,8.0,5.0,1,0.21,0,20.27075883701291,4.0,0,1,1,0
1,5.0,0.0,0,10.0,7.0,0,5.0,247,5.0,0,20.0,5.0,0,5.0,6.400598653030681,1,-0.5,1,25.0,7.0,1,0,1,0
0,6.0,5.0,0,20.0,6.0,1,6.0,137,4.0,0,10.0,6.0,0,4.0,5.0,0,-0.26,1,20.0,5.0,0,1,1,0
0,7.0,3.0,0,35.0,6.0,0,4.0,1,8.0,1,5.0,6.0,0,5.0,6.0,1,0.05,1,20.0,5.0,0,1,0,0
1,5.0,3.0,0,15.38,9.0,0,6.0,30,5.0,0,15.38,6.0,1,7.0,10.0,0,0.28,0,17.31,8.0,0,0,0,1
0,8.0,0.0,1,20.0,5.0,1,5.0,170,3.0,0,10.0,8.0,0,5.0,7.0,1,0.39,1,25.0,5.0,0,1,0,0
1,6.400597907324364,2.0,0,20.51,7.0,0,7.0,43,6.0,0,17.09,6.0,0,6.0,7.0,0,0.24,0,24.79,7.0,0,0,0,1
0,7.0,0.0,1,17.0,4.0,1,5.0,135,3.0,0,15.0,8.0,1,8.0,9.0,1,0.07,0,18.0,7.0,0,0,0,1
1,4.0,3.0,0,16.0,7.0,1,5.0,135,4.0,0,8.0,4.0,0,6.0,8.0,1,0.43,0,18.0,7.0,1,0,0,0
0,9.0,5.0,1,20.0,5.0,0,8.0,229,6.0,0,10.0,9.0,0,9.0,8.0,0,0.19,0,20.0,7.0,0,0,0,0
0,7.0,4.0,1,20.45,5.0,0,6.0,95,7.0,1,2.27,7.0,0,8.0,7.0,1,0.51,0,20.45,5.0,0,1,0,0
0,6.0,2.0,1,22.0,2.0,0,5.0,30,6.0,0,21.0,6.0,1,5.0,9.0,1,0.19,1,15.0,9.0,0,0,0,0
0,10.0,4.0,0,15.0,10.0,0,10.0,126,10.0,1,0.0,10.0,1,10.0,10.0,0,0.08,0,25.0,10.0,0,0,0,1
0,6.0,5.0,0,10.0,10.0,0,2.0,135,5.0,0,5.0,5.0,0,3.0,7.0,1,0.19,1,27.0,7.0,1,0,0,0
0,8.0,3.0,0,22.495346845216552,7.0,0,7.0,30,7.0,1,11.845930415807977,9.0,1,9.0,9.0,0,0.21,0,20.27075883701291,8.0,0,0,0,1
0,8.0,3.0,1,30.0,5.0,0,8.0,55,5.0,0,15.0,6.0,0,9.0,6.0,0,0.06,0,15.0,6.0,0,0,0,0
0,6.0,3.0,0,20.0,6.0,1,3.0,31,4.0,0,10.0,5.0,0,6.0,8.0,1,0.06,0,20.0,7.0,1,0,0,0
1,5.0,3.0,0,22.0,6.0,0,6.0,109,5.0,0,16.0,2.0,0,5.0,6.0,1,0.14,1,15.0,5.0,1,1,0,0
0,6.0,3.0,1,25.0,2.0,1,7.0,180,4.0,0,10.0,6.0,0,6.0,6.0,0,0.31,0,20.0,4.0,0,1,0,0
0,8.0,2.0,1,30.0,4.0,0,7.0,135,7.0,1,5.0,7.0,0,8.0,5.0,0,0.16,0,30.0,3.0,0,1,1,0
0,9.0,5.0,0,25.0,9.0,0,8.0,30,9.0,1,0.0,9.0,1,9.0,9.0,0,0.69,0,25.0,7.0,0,0,0,1
0,6.0,2.0,1,50.0,6.190411462160177,1,2.0,191,2.0,0,10.0,2.0,0,2.0,6.400598653030681,1,-0.15,1,10.0,6.0,1,1,1,0
0,8.0,4.0,0,14.0,6.0,0,7.0,28,5.0,0,6.0,7.0,0,7.0,7.0,0,0.27,0,18.0,6.0,0,0,0,0
0,7.0,0.0,1,10.0,3.0,1,4.0,170,1.0,0,10.0,2.0,0,6.0,5.0,1,0.19,0,20.0,5.0,1,1,1,0
0,9.0,2.0,1,12.77,5.0,0,5.0,135,8.0,1,19.15,8.0,0,6.0,7.0,1,0.19,0,17.02,6.0,0,0,0,0
0,9.0,3.0,0,20.0,8.0,0,9.0,128,9.0,1,14.0,9.0,0,8.0,8.0,0,-0.15,0,18.0,7.0,0,0,0,1
1,4.0,5.0,1,20.0,5.0,1,2.0,30,3.0,0,0.0,5.0,0,5.0,6.400598653030681,1,-0.42,1,20.0,5.0,1,1,1,0
1,6.400597907324364,0.5,0,30.0,8.0,0,6.0,67,8.0,1,0.0,6.0,0,8.0,6.0,1,0.33,0,20.0,3.0,0,1,0,0
1,6.400597907324364,0.0,1,20.51,3.0,1,6.0,110,1.0,0,20.51,6.0,0,5.0,5.0,1,0.1,1,23.08,1.0,1,1,1,0
0,7.0,3.0,0,19.61,6.0,0,6.0,109,6.0,0,13.73,6.0,0,6.0,5.0,0,0.23,0,17.65,6.0,0,0,1,0
0,7.0,0.0,0,20.0,9.0,0,6.0,10,5.0,0,15.0,7.0,0,7.0,7.0,0,0.42,0,20.0,5.0,0,1,0,0
1,5.0,1.0,1,13.04,5.0,1,4.0,109,1.0,0,15.22,3.0,0,5.0,5.0,1,0.0,1,17.39,6.0,1,1,1,0
0,9.0,1.0,0,16.0,7.0,1,6.0,30,4.0,0,16.0,8.0,0,7.0,7.0,1,0.53,0,16.0,6.0,0,0,0,0
1,5.0,3.0,0,5.0,8.0,0,6.0,30,6.0,0,25.0,5.0,0,5.0,6.0,1,0.28,1,20.0,6.0,1,0,0,0
1,5.0,2.0,1,15.0,4.0,1,2.0,38,3.0,0,20.0,5.0,0,5.0,4.0,1,0.3,1,25.0,4.0,1,1,1,0
0,8.0,3.0,1,10.0,5.0,0,5.0,30,5.0,0,20.0,8.0,0,5.0,4.0,1,0.09,1,25.0,4.0,0,1,1,0
0,9.0,4.0,0,20.0,9.0,1,4.0,19,4.0,0,10.0,8.0,1,8.0,9.0,1,-0.07,0,20.0,5.0,0,1,0,0
0,6.0,2.0,0,40.0,8.0,0,6.0,204,6.0,0,20.0,7.0,0,9.0,8.0,1,-0.1,0,20.0,5.0,0,1,0,1
0,7.0,2.0,0,23.0,8.0,0,6.0,191,6.0,0,10.0,6.0,0,6.0,8.0,0,0.29,0,21.0,7.0,0,0,0,1
0,6.0,3.0,0,14.0,9.0,0,2.0,99,9.0,1,18.0,5.0,1,8.0,9.0,1,-0.23,0,18.0,6.0,1,1,0,0
0,6.0,2.0,0,5.0,6.0,0,5.0,177,5.0,0,10.0,6.0,0,5.0,3.0,1,0.63,1,25.0,4.0,0,1,1,0
1,1.0,3.0,1,10.0,5.0,1,1.0,205,1.0,0,10.0,1.0,0,3.0,5.0,1,0.64,1,40.0,5.0,1,1,1,0
0,6.0,2.0,1,20.0,5.0,0,8.0,72,5.0,0,15.0,7.0,0,7.0,5.0,0,-0.45,0,10.0,2.0,0,1,1,0
0,8.0,2.0,1,20.0,4.0,0,6.0,72,6.0,0,20.0,7.0,0,6.0,3.0,0,-0.04,0,20.0,2.0,0,1,1,0
0,8.0,5.0,1,25.0,4.0,0,4.0,255,5.0,0,10.0,7.0,0,8.0,4.0,1,0.46,0,20.0,7.0,0,0,1,0
1,4.0,4.0,1,35.0,3.0,1,1.0,126,1.0,0,5.0,1.0,0,1.0,5.0,1,0.12,1,25.0,5.0,1,1,1,0
0,8.0,4.0,1,15.38,5.0,1,6.0,249,4.0,0,15.38,8.0,0,9.0,5.0,0,-0.26,0,17.31,7.0,0,0,1,0
1,4.0,3.0,1,10.0,5.0,1,1.0,74,5.0,0,10.0,2.0,0,5.0,5.0,1,0.62,1,40.0,5.0,1,1,1,0
0,7.0,1.0,0,20.0,6.0,1,4.0,152,1.0,0,5.0,4.0,0,3.0,8.0,1,0.19,1,23.0,9.0,1,0,0,0
0,6.0,2.0,0,50.0,6.0,0,6.0,204,6.0,0,10.0,3.0,0,2.0,6.0,1,0.13,1,10.0,6.0,1,0,0,0
1,6.400597907324364,5.0,1,12.0,5.0,0,6.0,126,7.0,1,18.0,7.0,0,5.0,7.0,1,0.27,1,20.0,6.0,0,0,0,0
0,8.0,2.0,1,18.0,3.0,1,4.0,37,3.0,0,14.0,8.0,0,8.0,4.0,1,0.32,0,18.0,4.0,0,1,1,0
1,5.0,3.0,1,15.0,5.0,0,6.0,30,5.0,0,10.0,7.0,0,8.0,7.0,0,0.26,0,50.0,6.0,0,1,0,0
0,8.0,3.0,0,30.0,7.0,0,6.0,239,8.0,1,20.0,7.0,0,7.0,6.0,0,-0.13,0,20.0,5.0,0,1,0,0
0,8.0,3.0,0,20.0,9.0,0,8.0,109,8.0,1,10.0,7.0,1,7.0,10.0,0,0.32,0,20.0,10.0,0,0,0,1
0,9.0,3.0,0,10.0,6.0,1,6.0,236,2.0,0,15.0,5.0,0,5.0,6.0,0,0.03,1,15.0,6.0,1,0,0,0
1,5.0,1.0,0,20.0,8.0,1,6.0,197,3.0,0,15.0,2.0,0,4.0,7.0,1,0.13,1,20.0,0.0,1,1,0,0
0,7.0,1.0,0,25.0,8.0,0,5.0,11,5.0,0,10.0,4.0,0,6.0,8.0,1,-0.18,0,20.0,6.0,1,1,0,0
0,6.0,5.0,0,20.0,6.0,0,6.0,236,7.0,1,10.0,6.0,0,7.0,4.0,0,0.26,0,20.0,5.0,0,1,1,0
0,7.0,0.0,0,30.0,6.0,1,2.0,10,2.0,0,10.0,3.0,0,5.0,8.0,1,0.46,1,20.0,8.0,1,0,0,0
0,6.0,2.0,1,20.0,3.0,1,6.0,26,3.0,0,15.0,7.0,0,7.0,6.0,1,-0.18,0,10.0,6.0,0,0,0,0
0,8.0,2.5,0,35.0,6.0,0,6.0,52,6.0,0,0.0,7.0,0,9.5,7.0,0,0.4,0,15.0,5.0,0,1,0,0
1,4.0,9.0,0,20.0,7.0,0,2.0,30,7.0,1,30.0,4.0,0,4.0,7.0,1,0.13,1,10.0,9.0,1,0,0,0
0,7.0,5.0,1,15.56,4.0,0,6.0,193,5.0,0,15.56,5.0,0,6.0,5.0,0,0.31,0,22.22,5.0,1,1,1,0
0,6.0,0.0,1,10.0,4.0,1,4.0,25,2.0,0,12.0,5.0,0,5.0,5.0,1,0.35,1,16.0,8.0,1,0,1,0
1,5.0,1.0,0,20.0,8.0,1,2.0,225,3.0,0,25.0,4.0,0,3.0,7.0,1,-0.63,1,10.0,3.0,1,1,0,0
1,5.0,2.0,1,25.0,5.0,0,5.0,166,5.0,0,10.0,5.0,0,5.0,8.0,1,0.2,1,10.0,5.0,1,1,0,0
0,8.0,3.0,0,21.28,7.0,0,8.0,109,7.0,1,21.28,8.0,0,8.0,5.0,0,0.25,0,21.28,6.0,0,0,1,1
1,1.0,1.0,0,20.0,8.0,1,1.0,71,1.0,0,10.0,1.0,1,1.0,9.0,1,-0.27,1,20.0,5.0,1,1,0,0
1,5.0,1.0,1,10.0,4.0,0,9.0,103,5.0,0,20.0,4.0,0,1.0,5.0,0,-0.06,1,20.0,10.0,1,0,1,0
0,9.0,1.0,0,14.0,8.0,0,6.0,59,9.0,1,18.0,2.0,0,4.0,8.0,1,-0.22,1,18.0,6.0,1,1,0,0
0,7.0,2.0,0,20.0,6.0,1,7.0,178,1.0,0,10.0,8.0,0,5.0,7.0,0,0.18,1,15.0,7.0,0,0,0,1
1,3.0,2.0,1,20.0,5.0,1,5.0,79,4.0,0,18.0,6.0,0,7.0,6.0,1,0.4,0,15.0,6.0,0,0,0,0
1,6.400597907324364,0.0,1,14.89,4.0,1,6.0,110,5.0,0,10.64,6.0,0,8.0,5.0,1,-0.13,0,21.28,5.0,1,1,1,0
0,7.0,8.0,0,10.0,7.0,0,7.0,154,7.0,1,15.0,7.0,0,7.0,4.0,0,0.46,0,30.0,4.0,0,1,1,0
1,5.0,3.0,0,40.0,7.0,0,7.0,198,5.5,0,10.0,8.0,0,6.0,7.0,0,0.21,0,20.0,7.0,0,0,0,0
0,8.0,5.0,1,16.0,5.0,0,8.0,36,7.0,1,16.0,7.0,0,8.0,6.0,0,0.03,0,16.0,5.0,0,1,0,0
1,4.0,9.0,1,7.0,4.0,0,4.0,116,5.0,0,13.0,5.0,0,8.0,3.0,1,0.13,0,20.0,6.0,1,1,1,0
0,6.0,3.0,0,10.0,6.0,1,6.0,126,4.0,0,15.0,7.0,0,6.0,6.0,0,0.37,0,20.0,2.0,0,1,0,0
1,2.0,5.0,0,25.0,6.0,0,1.0,176,7.0,1,15.0,3.0,0,2.0,6.0,1,0.48,1,20.0,6.0,1,0,0,0
0,7.0,2.0,0,17.78,7.0,1,5.0,162,1.0,0,13.33,7.0,0,9.0,8.0,1,-0.11,0,17.78,8.0,0,0,0,0
0,8.0,3.0,0,30.0,7.0,0,7.0,254,8.0,1,10.0,6.0,0,4.0,5.0,0,-0.31,1,20.0,5.0,0,1,1,0
0,10.0,3.0,0,20.0,9.0,0,6.0,109,8.0,1,10.0,8.0,0,9.0,8.0,1,-0.01,0,25.0,8.0,0,0,0,1
0,8.0,6.0,0,10.0,6.0,0,7.0,12,7.0,1,2.0,7.0,0,9.0,6.0,0,0.53,0,35.0,5.0,0,1,0,1
1,4.0,0.0,0,20.0,8.0,0,5.0,213,5.0,0,16.0,5.0,0,8.0,8.0,1,-0.16,0,18.0,7.0,1,0,0,0
1,6.400597907324364,3.0,1,30.0,6.190411462160177,1,6.0,1,5.0,0,10.0,6.0,0,6.189995107632094,6.400598653030681,1,0.35,1,20.0,6.0,1,1,1,0
0,7.0,1.0,0,25.0,7.0,0,6.0,254,7.0,1,15.0,7.0,0,6.0,6.0,1,-0.07,0,35.0,6.0,0,0,0,0
0,9.0,5.0,1,15.0,3.0,0,7.0,38,9.0,1,10.0,9.0,0,9.0,6.0,0,0.65,0,20.0,5.0,0,1,0,0
0,6.0,4.0,0,10.0,7.0,1,3.0,145,2.0,0,15.0,7.0,0,4.0,3.0,1,0.43,1,30.0,5.0,0,1,1,1
0,9.0,2.0,0,19.57,7.0,0,9.0,196,5.0,0,13.04,6.0,0,6.0,5.0,0,-0.3,0,15.22,3.0,0,1,1,0
0,6.0,0.0,1,20.0,3.0,0,4.0,168,6.0,0,10.0,5.0,0,5.0,3.0,1,-0.39,1,15.0,3.0,1,1,1,0
0,10.0,3.0,0,20.0,8.0,1,7.0,191,4.0,0,20.0,8.0,0,4.0,7.0,0,0.56,1,20.0,5.0,0,1,0,1
0,7.0,6.0,0,30.0,9.0,0,6.0,109,5.0,0,5.0,7.0,0,8.0,8.0,0,0.43,0,20.0,7.0,0,0,0,1
1,5.0,1.0,0,14.0,6.0,0,5.0,181,5.0,0,20.0,5.0,0,5.0,2.0,1,0.35,1,16.0,4.0,1,1,1,0
0,9.0,4.0,1,14.55,4.0,1,6.0,249,4.0,0,16.36,9.0,0,10.0,1.0,0,0.24,0,18.18,1.0,0,1,1,0
1,6.400597907324364,3.0,1,20.0,6.190411462160177,1,6.0,30,5.0,0,0.0,6.0,0,6.189995107632094,6.400598653030681,1,0.0,1,20.0,6.0,1,1,1,0
0,9.0,3.0,1,25.0,3.0,0,8.0,126,6.0,0,0.0,7.0,1,6.0,10.0,0,0.07,0,25.0,4.0,0,1,0,0
0,8.0,3.0,1,10.0,3.0,0,8.0,235,6.0,0,10.0,8.0,0,8.0,4.0,0,0.68,0,25.0,3.0,0,1,1,0
0,8.0,4.0,0,20.0,7.0,0,6.0,189,5.0,0,0.0,6.0,1,7.0,10.0,0,0.3,0,20.0,8.0,0,0,0,0
0,7.0,4.0,0,50.0,8.0,0,7.0,83,7.0,1,0.0,8.0,0,8.0,6.400598653030681,0,-0.33,0,50.0,7.0,0,0,1,0
0,6.0,9.0,1,20.0,5.0,0,6.0,69,6.0,0,10.0,7.0,0,5.0,6.0,0,0.5,1,30.0,5.0,0,1,0,0
0,7.0,0.0,0,19.0,9.0,1,8.0,61,3.0,0,8.0,4.0,0,8.0,8.0,0,0.72,0,21.0,6.5,1,0,0,1
1,5.0,0.0,0,15.0,8.0,1,7.0,191,4.0,0,15.0,5.0,0,5.0,7.0,0,0.28,1,15.0,6.0,1,0,0,0
1,6.400597907324364,3.0,1,16.67,5.0,1,7.0,150,4.0,0,16.67,4.0,0,7.0,5.0,0,-0.5,0,16.67,5.0,1,1,1,0
0,7.0,0.0,0,20.0,7.0,1,3.0,61,4.0,0,10.0,6.0,0,3.0,7.0,1,-0.23,1,20.0,5.0,0,1,0,0
0,6.0,0.0,1,50.0,2.0,1,6.0,47,1.0,0,5.0,6.0,0,6.0,2.0,0,0.48,0,10.0,1.0,0,1,1,0
0,6.0,3.0,0,15.0,6.0,1,2.0,183,4.0,0,18.0,4.0,0,7.0,7.0,1,0.23,0,18.0,6.0,1,0,0,0
0,7.0,5.0,1,40.0,4.0,0,7.0,246,5.0,0,0.0,8.0,0,7.0,2.0,0,-0.32,0,10.0,2.0,0,1,1,0
0,7.0,3.0,1,14.0,4.0,0,8.0,17,5.0,0,16.0,6.0,0,6.0,3.0,0,0.75,0,16.0,8.0,0,0,1,0
1,5.0,3.0,0,10.0,7.0,0,4.0,191,7.0,1,22.0,1.0,0,3.0,7.0,1,0.16,1,20.0,6.0,1,1,0,0
1,5.0,4.0,1,19.57,4.0,1,6.0,95,4.0,0,13.04,5.0,0,6.0,6.0,1,-0.11,0,15.22,4.0,1,1,0,0
1,6.400597907324364,2.0,1,20.0,6.190411462160177,1,6.0,191,5.0,0,10.0,6.0,0,6.189995107632094,6.400598653030681,1,0.03,1,20.0,6.0,1,1,1,0
0,7.0,2.0,0,20.51,8.0,0,6.0,135,7.0,1,17.09,6.0,0,6.0,7.0,0,0.41,0,24.79,8.0,0,0,0,0
0,7.0,1.0,1,19.0,4.0,0,7.0,71,6.0,0,15.0,6.0,0,7.0,5.0,0,0.26,0,19.0,6.0,0,1,1,0
0,6.0,0.0,0,60.0,7.0,1,7.0,10,3.0,0,0.0,6.0,0,5.0,6.0,0,0.55,1,0.0,8.0,0,0,0,0
0,6.0,2.0,1,20.45,5.0,0,7.0,233,6.0,0,2.27,7.0,0,7.0,6.0,0,0.14,0,20.45,6.0,0,0,0,0
1,5.0,3.0,0,45.0,8.0,0,7.0,30,5.0,0,5.0,7.0,0,7.0,3.0,0,0.73,0,25.0,2.0,0,1,1,0
0,7.0,10.0,0,10.0,8.0,0,7.0,72,5.0,0,10.0,7.0,0,7.0,7.0,0,0.47,0,20.0,6.0,0,0,0,0
1,2.0,7.0,0,35.0,7.0,0,3.0,126,7.0,1,20.0,7.0,0,7.0,7.0,1,0.47,0,25.0,3.0,0,1,0,1
0,8.0,3.0,0,30.0,7.0,0,3.0,135,5.0,0,10.0,8.0,0,8.0,3.0,1,0.28,0,15.0,5.0,0,1,1,0
0,6.0,3.0,1,35.0,2.0,0,7.0,82,5.0,0,20.0,6.0,0,7.0,5.0,0,0.35,0,25.0,6.0,0,1,1,0
0,8.0,3.0,0,14.71,9.0,0,6.0,128,9.0,1,20.59,6.0,0,7.0,8.0,0,-0.02,0,14.71,7.0,0,0,0,0
0,6.0,2.0,0,30.0,9.0,0,4.0,101,6.0,0,10.0,7.0,1,8.0,9.0,1,0.07,0,10.0,8.0,0,0,0,0
0,7.0,4.0,0,30.0,7.0,0,6.0,189,6.0,0,10.0,7.0,0,8.0,7.0,1,0.3,0,15.0,4.0,0,1,0,0
0,6.0,2.0,0,25.0,7.0,0,3.0,43,6.0,0,10.0,3.0,0,6.0,6.0,1,0.19,0,20.0,6.0,1,0,0,0
1,3.0,3.0,1,17.65,5.0,1,3.0,135,3.0,0,15.69,3.0,0,5.0,6.0,1,-0.38,1,17.65,5.0,1,1,0,0
1,6.400597907324364,1.0,0,20.0,6.0,0,6.0,182,5.0,0,14.0,6.0,0,6.0,6.0,1,0.13,0,18.0,6.0,0,0,0,0
0,6.0,2.0,0,20.0,8.0,0,6.0,131,9.0,1,15.0,6.0,0,6.0,8.0,0,0.31,0,20.0,8.0,0,0,0,0
1,5.0,3.0,0,17.39,10.0,0,5.0,128,5.0,0,15.22,5.0,0,5.0,8.0,1,0.15,1,19.57,6.0,1,0,0,0
